recordid,labsampleid,week,weeksample,week_in25,weekredcap,fase,sampletypex,ncqvalue_d1,nresult_d1,ncopyreaction_d1,orf1abcqvalue_d1,orf1abresult_d1,orf1abcopyreaction_d1,ncqvalue_d2,nresult_d2,ncopyreaction_d2,orf1abcqvalue_d2,orf1abresult_d2,orf1abcopyreaction_d2,naddedlod,orf1abaddedlod,reported_value_n_geomean_cr,reported_value_orf_geomean_cr,reported_value_n_geomean_cpst,reported_value_orf_geomean_cpst,rnabatch_num,pcrbatch_num,n_qual_sum,orf1ab_qual_sum,samplecollectiondate,humidity,airtemperaturecelsius,rainfallmm,anyrainduring24hoursbefore,_merge_arm2,dup_labsampleid,locationtype,totalpopulationinsampledsubdistr,locationname_num,district,subdistrict,typeofsamplingphase1_num,_merge_arm1,totalconfirmedcases,totaldeath,_merge_arm5,s4_ra_geomean_cpst_n,s4_ra_geomean_cpst_orf,_merge_ra,concase_plus7d,concase_plus14d,concase_plus21d,_merge_concase,ncqval_mean,orfcqval_mean,ncqval_cat,orfcqval_cat
47.0,101440.0,24.0,24.0,24,week_24_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.033,PCR COV.MCRI.033A,Negative,Negative,2022-01-07,78.0,28.0,0.01778,No,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),0.0,0.0,matched (3),25.0,25.0,matched (3),1.0,3.0,7.0,matched (3),,,,
47.0,200011.0,,,25,,2,passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),,34.0,0.0,,,,,3.0,7.0,34.0,using only (2),,,,
47.0,101511.0,26.0,26.0,27,week_26_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.034,PCR COV.MCRI.034,Negative,Negative,2022-01-28,92.0,27.0,0.0228,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),7.0,0.0,matched (3),147.40822137694053,147.40822137694053,matched (3),34.0,160.0,377.0,matched (3),,,,
47.0,101516.0,27.0,27.0,28,week_27_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.035,PCR COV.MCRI.035,Negative,Negative,2022-02-03,93.0,25.0,0.132,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),34.0,0.0,matched (3),152.92895337086952,152.92895337086952,matched (3),160.0,377.0,447.0,matched (3),,,,
47.0,101534.0,28.0,28.0,29,week_28_arm_4,2,passive,33.64,positive,122.0,33.06,positive,48.8,33.74,Positive,153.0,32.32,positive,63.3,,,137.0,55.6,1370.0,556.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-09,95.0,26.0,0.0152,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),160.0,0.0,matched (3),1367.1313031307566,555.721315049189,matched (3),377.0,447.0,429.0,matched (3),33.690002,32.690002,30<Ct value<=35,2.0
47.0,101552.0,29.0,29.0,30,week_29_arm_4,2,passive,30.19,positive,1320.0,28.08,positive,1340.0,30.07,Positive,1550.0,28.08,positive,1190.0,,,1430.0,1260.0,14300.0,12600.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-16,100.0,26.0,0.0787,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),377.0,2.0,matched (3),22069.6260911392,19541.088350790305,matched (3),447.0,429.0,243.0,matched (3),30.130001,28.08,30<Ct value<=35,3.0
47.0,101570.0,30.0,30.0,31,week_30_arm_4,2,passive,25.66,positive,29800.0,24.02,positive,20000.0,25.53,Positive,27200.0,23.92,positive,21200.0,,,28500.0,20600.0,285000.0,206000.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-24,100.0,28.0,0.0431,No,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),447.0,1.0,matched (3),284794.2590713514,205815.45131500694,matched (3),429.0,243.0,74.0,matched (3),25.595001,23.970001,25<Ct value<=30,4.0
47.0,101588.0,31.0,31.0,32,week_31_arm_4,2,passive,28.13,positive,3190.0,26.94,positive,1570.0,28.12,Positive,3730.0,26.71,positive,2810.0,,,3450.0,2100.0,34500.0,21000.0,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-02,93.0,26.0,0.1549,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),429.0,2.0,matched (3),177124.40381502852,107831.05369478936,matched (3),243.0,74.0,31.0,matched (3),28.125,26.825,25<Ct value<=30,3.0
47.0,101606.0,32.0,32.0,33,week_32_arm_4,2,passive,34.08,positive,50.5,33.8,positive,17.3,35.21,Positive,33.5,34.18,positive,18.7,,,41.1,18.0,411.0,180.0,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-09,100.0,26.0,0.1727,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),243.0,2.0,matched (3),1078.7206011405997,472.33024118924925,matched (3),74.0,31.0,33.0,matched (3),34.645,33.989998,30<Ct value<=35,2.0
47.0,101624.0,33.0,33.0,34,week_33_arm_4,2,passive,31.25,positive,363.0,30.5,positive,152.0,30.97,Positive,561.0,30.14,positive,281.0,,,451.0,206.0,4510.0,2060.0,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-16,100.0,25.0,0.0609,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),74.0,1.0,matched (3),9247.427128911902,4232.11160561961,matched (3),31.0,33.0,5.0,matched (3),31.11,30.32,30<Ct value<=35,2.0
47.0,101642.0,34.0,34.0,35,week_34_arm_4,2,passive,33.93,positive,59.6,34.23,positive,13.2,33.67,Positive,60.5,33.67,positive,13.8,,,60.0,13.5,600.0,135.0,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Positive,2022-03-23,95.0,27.0,0.0279,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),31.0,6.0,matched (3),600.2312054533652,134.7219358530748,matched (3),33.0,5.0,6.0,matched (3),33.8,33.949997,30<Ct value<=35,2.0
47.0,101660.0,35.0,35.0,36,week_35_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Negative,Negative,2022-03-30,100.0,27.0,0.0228,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),33.0,0.0,matched (3),116.21226905131066,116.21226905131066,matched (3),5.0,6.0,5.0,matched (3),,,,
47.0,101678.0,36.0,36.0,37,week_36_arm_4,2,passive,37.91,positive,3.96,,negative,,34.98,Positive,24.0,,negative,,,,9.75,2.5,97.5,25.0,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Negative,2022-04-06,91.0,27.0,0.0203,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),5.0,1.0,matched (3),97.46383944827947,25.0,matched (3),6.0,5.0,1.0,matched (3),36.445,,35<Ct value<=40,
47.0,101696.0,37.0,37.0,38,week_37_arm_4,2,passive,37.23,positive,9.89,,negative,,38.6,Positive,6.13,,negative,,,,7.78,2.5,77.8,25.0,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Positive,Negative,2022-04-13,82.0,27.0,0.0152,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),6.0,0.0,matched (3),160.73617361480424,51.626238897205624,matched (3),5.0,1.0,1.0,matched (3),37.915,,35<Ct value<=40,
47.0,101714.0,38.0,38.0,39,week_38_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-04-20,95.0,25.0,0.0457,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),5.0,0.0,matched (3),81.87718151806524,81.87718151806524,matched (3),1.0,1.0,0.0,matched (3),,,,
47.0,101732.0,39.0,39.0,40,week_39_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-04-26,89.0,25.0,0.1092,No,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),1.0,0.0,matched (3),25.0,25.0,matched (3),1.0,0.0,0.0,matched (3),,,,
47.0,101750.0,40.0,40.0,41,week_40_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-05-04,91.0,27.0,0.0,No,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),1.0,0.0,matched (3),25.0,25.0,matched (3),0.0,0.0,1.0,matched (3),,,,
47.0,101768.0,41.0,41.0,42,week_41_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Negative,Negative,2022-05-11,95.0,27.0,0.0276,No,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),0.0,0.0,matched (3),47.610344073759805,47.610344073759805,matched (3),0.0,1.0,3.0,matched (3),,,,
47.0,101786.0,42.0,42.0,43,week_42_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-18,100.0,25.0,0.1498,No,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),0.0,0.0,matched (3),114.39136314095502,114.39136314095502,matched (3),1.0,3.0,1.0,matched (3),,,,
47.0,101804.0,43.0,43.0,44,week_43_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-25,82.0,27.0,0.0025,No,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),1.0,0.0,matched (3),149.24174257505717,149.24174257505717,matched (3),3.0,1.0,0.0,matched (3),,,,
47.0,101829.0,44.0,44.0,45,week_44_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.040,PCR COV.MCRI.040C,Negative,Negative,2022-06-03,93.0,27.0,0.0178,Yes,matched (3),0.0,Permanent residence,109370.0,Projotamansari Flat (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),3.0,0.0,matched (3),62.459834247036596,62.459834247036596,matched (3),1.0,0.0,4.0,matched (3),,,,
48.0,100044.0,1.0,1.0,1,week_1_arm_4,1,passive,36.03,positive,16.4,35.02,positive,13.9,36.24,Positive,18.2,35.99,positive,6.11,,,17.2,9.2,172.0,92.0,RNA COV.MCRI.003,PCR COV.MCRI.003A&B,Positive,Positive,2021-07-30,80.0,26.0,0.0,,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),524.0,11.0,matched (3),382.58528804968125,204.2032427249391,matched (3),418.0,231.0,178.0,matched (3),36.135002,35.505,35<Ct value<=40,1.0
48.0,100106.0,2.0,2.0,2,week_2_arm_4,1,passive,34.84,positive,36.8,33.64,positive,32.0,35.1,Positive,37.5,33.51,positive,29.1,,,37.2,30.5,372.0,305.0,RNA COV.MCRI.003,PCR COV.MCRI.003A&B,Positive,Positive,2021-08-06,80.0,26.0,1.0,,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),418.0,20.0,matched (3),634.2878037382735,520.8104451950014,matched (3),231.0,178.0,118.0,matched (3),34.97,33.574997,30<Ct value<=35,2.0
48.0,100156.0,3.0,3.0,3,week_3_arm_4,1,passive,36.64,positive,18.6,,negative,,36.04,Positive,38.1,34.62,positive,38.8,,5.0,26.6,13.9,266.0,139.0,RNA COV.MCRI.004,PCR COV.MCRI.004A&B,Positive,Positive,2021-08-13,87.0,26.0,0.01778,,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),231.0,16.0,matched (3),445.44861876289235,233.18876239905435,matched (3),178.0,118.0,92.0,matched (3),36.34,34.62,35<Ct value<=40,2.0
48.0,100218.0,4.0,4.0,4,week_4_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.007,PCR COV.MCRI.007,Negative,Negative,2021-08-20,79.0,27.0,0.03556,No,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),178.0,13.0,matched (3),25.0,25.0,matched (3),118.0,92.0,33.0,matched (3),,,,
48.0,100245.0,5.0,5.0,5,week_5_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.006,PCR COV.MCRI.006A&B,Negative,Negative,2021-08-26,75.0,26.0,0.02286,No,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),118.0,8.0,matched (3),28.153964034992683,28.153964034992683,matched (3),92.0,33.0,29.0,matched (3),,,,
48.0,100330.0,6.0,6.0,6,week_6_arm_4,1,passive,35.21,positive,19.3,35.51,positive,4.19,35.42,Positive,16.7,34.41,positive,8.92,,,18.0,6.11,180.0,61.1,RNA COV.MCRI.008,PCR COV.MCRI.008,Positive,Positive,2021-09-03,81.0,26.0,0.04064,No,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),92.0,7.0,matched (3),179.877235913831,61.116914189117885,matched (3),33.0,29.0,7.0,matched (3),35.315,34.96,35<Ct value<=40,2.0
48.0,100357.0,7.0,7.0,7,week_7_arm_4,1,passive,38.29,positive,2.6,,negative,,38.28,Positive,2.62,,negative,,,,2.61,2.5,26.1,25.0,RNA COV.MCRI.009,PCR COV.MCRI.009,Positive,Negative,2021-09-09,75.0,27.0,0.00762,No,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),33.0,3.0,matched (3),308.39239819400143,295.8501893031422,matched (3),29.0,7.0,4.0,matched (3),38.285,,35<Ct value<=40,
48.0,100442.0,8.0,8.0,8,week_8_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.011,PCR COV.MCRI.011A,Negative,Negative,2021-09-17,93.0,27.0,0.0,No,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),29.0,0.0,matched (3),25.0,25.0,matched (3),7.0,4.0,5.0,matched (3),,,,
48.0,100469.0,9.0,9.0,9,week_9_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.012,PCR COV.MCRI.012A,Negative,Negative,2021-09-23,83.0,27.0,0.0,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),7.0,1.0,matched (3),38.169718017798246,38.169718017798246,matched (3),4.0,5.0,11.0,matched (3),,,,
48.0,100554.0,10.0,10.0,10,week_10_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.013,PCR COV.MCRI.013A,Negative,Negative,2021-10-01,97.0,26.0,0.07874,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),4.0,0.0,matched (3),25.0,25.0,matched (3),5.0,11.0,10.0,matched (3),,,,
48.0,100581.0,11.0,11.0,11,week_11_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.013,PCR COV.MCRI.013A,Negative,Negative,2021-10-07,78.0,25.0,0.0,No,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),5.0,0.0,matched (3),25.0,25.0,matched (3),11.0,10.0,6.0,matched (3),,,,
48.0,100677.0,12.0,12.0,12,week_12_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.015re,PCR COV.MCRI.015reA&B,Negative,Negative,2021-10-15,82.0,28.0,0.00508,No,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),11.0,1.0,matched (3),25.0,25.0,matched (3),10.0,6.0,1.0,matched (3),,,,
48.0,100705.0,13.0,13.0,13,week_13_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.016,PCR COV.MCRI.016 A&B,Negative,Negative,2021-10-19,87.0,27.0,0.0127,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),10.0,1.0,matched (3),25.0,25.0,matched (3),6.0,1.0,0.0,matched (3),,,,
48.0,100805.0,14.0,14.0,14,week_14_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.017,PCR COV.MCRI.017 A&B,Negative,Negative,2021-10-29,87.0,27.0,0.23114,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),6.0,0.0,matched (3),25.0,25.0,matched (3),1.0,0.0,7.0,matched (3),,,,
48.0,100839.0,15.0,15.0,15,week_15_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.018,PCR COV.MCRI.018 A&B,Negative,Negative,2021-11-04,81.0,28.0,0.02286,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),1.0,0.0,matched (3),216.1714907441692,216.1714907441692,matched (3),0.0,7.0,16.0,matched (3),,,,
48.0,100932.0,16.0,16.0,16,week_16_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.021,PCR COV.MCRI.021A&B,Negative,Negative,2021-11-12,96.0,26.0,2.4638,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),0.0,0.0,matched (3),25.0,25.0,matched (3),7.0,16.0,1.0,matched (3),,,,
48.0,100966.0,17.0,17.0,17,week_17_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.021,PCR COV.MCRI.021A&B,Negative,Negative,2021-11-18,88.0,25.0,0.16256,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),7.0,0.0,matched (3),25.0,25.0,matched (3),16.0,1.0,3.0,matched (3),,,,
48.0,101059.0,18.0,18.0,18,week_18_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.023,PCR COV.MCRI.023,Negative,Negative,2021-11-26,88.0,27.0,0.02794,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),16.0,0.0,matched (3),68.84819602328879,68.84819602328879,matched (3),1.0,3.0,1.0,matched (3),,,,
48.0,101093.0,19.0,19.0,19,week_19_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.028,PCR COV.MCRI.028,Negative,Negative,2021-12-01,80.0,27.0,0.08382,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),1.0,0.0,matched (3),25.0,25.0,matched (3),3.0,1.0,1.0,matched (3),,,,
48.0,101186.0,20.0,20.0,20,week_20_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.025,PCR COV.MCRI.025,Negative,Negative,2021-12-10,93.0,27.0,0.04572,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),3.0,0.0,matched (3),25.0,25.0,matched (3),1.0,1.0,1.0,matched (3),,,,
48.0,101220.0,21.0,21.0,21,week_21_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.029,PCR COV.MCRI.029A&B,Negative,Negative,2021-12-15,97.0,28.0,0.16256,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),1.0,0.0,matched (3),28.119802421920824,28.119802421920824,matched (3),1.0,1.0,0.0,matched (3),,,,
48.0,101313.0,22.0,22.0,22,week_22_arm_4,1,passive,,negative,,36.86,positive,5.67,,Negative,,,negative,,,5.0,2.5,5.32,25.0,53.2,RNA COV.MCRI.030,PCR COV.MCRI.030,Negative,Positive,2021-12-24,91.0,25.0,0.03556,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),1.0,0.0,matched (3),88.47253318064628,188.34470400141151,matched (3),1.0,0.0,1.0,matched (3),,36.86,,1.0
48.0,101329.0,23.0,23.0,23,week_23_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.031,PCR COV.MCRI.031,Negative,Negative,2021-12-28,79.0,28.0,0.00762,Yes,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),1.0,0.0,matched (3),107.75636499061831,107.75636499061831,matched (3),0.0,1.0,3.0,matched (3),,,,
48.0,101441.0,24.0,24.0,24,week_24_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.033,PCR COV.MCRI.033A,Negative,Negative,2022-01-07,80.0,27.0,0.02794,No,matched (3),0.0,Temporary residence,109370.0,BPSDMP Covid Shelter (Passive Sampling),Bantul (rural),Sewon,NST water (passive),matched (3),0.0,0.0,matched (3),33.449444477843535,33.449444477843535,matched (3),1.0,3.0,7.0,matched (3),,,,
49.0,100045.0,1.0,1.0,1,week_1_arm_4,1,passive,33.11,positive,120.0,32.61,positive,59.9,33.68,Positive,92.5,32.03,positive,73.8,,,105.0,66.5,1050.0,665.0,RNA COV.MCRI.003,PCR COV.MCRI.003A&B,Positive,Positive,2021-07-30,78.0,26.0,1.1,,matched (3),0.0,Central WWTP,109370.0,Inlet central WWTP Sewon (passive sampling),Bantul (rural),IPAL,IPAL (inlet-passive),matched (3),229.1999969482422,9.0,matched (3),1623.7795431831423,1025.3087206640587,matched (3),181.1,118.5,71.2,matched (3),33.395,32.32,30<Ct value<=35,2.0
49.0,100107.0,2.0,2.0,2,week_2_arm_4,1,passive,34.61,positive,43.1,33.24,positive,40.8,34.34,Positive,60.8,33.69,positive,26.0,,,51.2,32.6,512.0,326.0,RNA COV.MCRI.003,PCR COV.MCRI.003A&B,Positive,Positive,2021-08-06,87.0,24.0,1.1,,matched (3),0.0,Central WWTP,109370.0,Inlet central WWTP Sewon (passive sampling),Bantul (rural),IPAL,IPAL (inlet-passive),matched (3),181.10000610351562,8.199999809265137,matched (3),822.0522935642839,522.9863301691528,matched (3),118.5,71.2,75.7,matched (3),34.475,33.465,30<Ct value<=35,2.0
49.0,100157.0,3.0,3.0,3,week_3_arm_4,1,passive,32.42,positive,278.0,32.04,positive,112.0,32.06,Positive,400.0,31.27,positive,238.0,,,333.0,163.0,3330.0,1630.0,RNA COV.MCRI.004,PCR COV.MCRI.004A&B,Positive,Positive,2021-08-13,91.0,25.0,0.01027,No,matched (3),0.0,Central WWTP,109370.0,Inlet central WWTP Sewon (passive sampling),Bantul (rural),IPAL,IPAL (inlet-passive),matched (3),118.5,6.599999904632568,matched (3),3333.6498016438377,1628.0356261458162,matched (3),71.2,75.7,42.8,matched (3),32.239998,31.655,30<Ct value<=35,2.0
49.0,100219.0,4.0,4.0,4,week_4_arm_4,1,passive,36.24,positive,11.2,35.29,positive,6.58,36.68,Positive,8.29,,negative,,,5.0,9.62,5.73,96.2,57.3,RNA COV.MCRI.007,PCR COV.MCRI.007,Positive,Positive,2021-08-20,85.0,25.0,0.04826,No,matched (3),0.0,Central WWTP,109370.0,Inlet central WWTP Sewon (passive sampling),Bantul (rural),IPAL,IPAL (inlet-passive),matched (3),71.19999694824219,5.400000095367432,matched (3),96.18544588449959,57.349803835758685,matched (3),75.7,42.8,25.5,matched (3),36.46,35.29,35<Ct value<=40,1.0
49.0,100246.0,5.0,5.0,5,week_5_arm_4,1,passive,31.69,positive,444.0,30.68,positive,260.0,31.39,Positive,594.0,30.69,positive,325.0,,,513.0,290.0,5130.0,2900.0,RNA COV.MCRI.004,PCR COV.MCRI.004A&B,Positive,Positive,2021-08-26,78.0,25.0,0.02286,No,matched (3),0.0,Central WWTP,109370.0,Inlet central WWTP Sewon (passive sampling),Bantul (rural),IPAL,IPAL (inlet-passive),matched (3),75.69999694824219,3.799999952316284,matched (3),7000.619994957831,3960.221621456097,matched (3),42.8,25.5,15.5,matched (3),31.54,30.685001,30<Ct value<=35,2.0
